latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
52.52,13.419998,38.0,0,GMT,GMT

time,temperature_2m (°C),direct_radiation (W/m²)
2025-09-11T12:00,21.9,114.5
2025-09-11T13:00,21.9,65.0
2025-09-11T14:00,21.2,59.8
2025-09-11T15:00,19.8,12.0
2025-09-11T16:00,19.7,13.8
2025-09-11T17:00,19.0,1.2
2025-09-11T18:00,17.9,0.0
2025-09-11T19:00,17.5,0.0
2025-09-11T20:00,17.1,0.0
2025-09-11T21:00,16.5,0.0
2025-09-11T22:00,16.1,0.0
2025-09-11T23:00,15.4,0.0
2025-09-12T00:00,14.4,0.0
2025-09-12T01:00,14.1,0.0
2025-09-12T02:00,13.7,0.0
2025-09-12T03:00,13.2,0.0
2025-09-12T04:00,13.1,0.0
2025-09-12T05:00,12.7,0.5
2025-09-12T06:00,12.9,25.0
2025-09-12T07:00,13.8,17.8
2025-09-12T08:00,14.6,0.5
2025-09-12T09:00,15.4,3.0
2025-09-12T10:00,17.4,289.0
2025-09-12T11:00,18.9,284.8
2025-09-12T12:00,20.1,296.2
2025-09-12T13:00,20.3,197.2
2025-09-12T14:00,20.7,252.2
2025-09-12T15:00,21.1,179.0
2025-09-12T16:00,20.7,97.2
2025-09-12T17:00,20.2,38.2
2025-09-12T18:00,19.0,0.8
2025-09-12T19:00,17.3,0.0
2025-09-12T20:00,16.3,0.0
2025-09-12T21:00,15.2,0.0
2025-09-12T22:00,14.6,0.0
2025-09-12T23:00,14.0,0.0
2025-09-13T00:00,12.9,0.0
2025-09-13T01:00,12.2,0.0
2025-09-13T02:00,12.0,0.0
2025-09-13T03:00,11.4,0.0
2025-09-13T04:00,10.9,0.0
2025-09-13T05:00,10.8,0.0
2025-09-13T06:00,11.3,8.8
2025-09-13T07:00,12.6,63.8
2025-09-13T08:00,14.4,84.5
2025-09-13T09:00,15.9,44.0
2025-09-13T10:00,17.7,86.0
2025-09-13T11:00,18.7,91.0
2025-09-13T12:00,19.5,138.0
2025-09-13T13:00,19.4,29.0
2025-09-13T14:00,19.1,64.0
2025-09-13T15:00,17.9,14.0
2025-09-13T16:00,17.3,5.0
2025-09-13T17:00,17.0,22.0
2025-09-13T18:00,16.0,1.0
2025-09-13T19:00,15.2,0.0
2025-09-13T20:00,14.7,0.0
2025-09-13T21:00,14.2,0.0
2025-09-13T22:00,14.0,0.0
2025-09-13T23:00,13.6,0.0
2025-09-14T00:00,13.1,0.0
2025-09-14T01:00,13.1,0.0
2025-09-14T02:00,13.3,0.0
2025-09-14T03:00,13.3,0.0
2025-09-14T04:00,13.5,0.0
2025-09-14T05:00,13.6,0.0
2025-09-14T06:00,13.8,0.0
2025-09-14T07:00,14.2,0.0
2025-09-14T08:00,14.4,1.0
2025-09-14T09:00,14.7,0.0
2025-09-14T10:00,14.9,3.0
2025-09-14T11:00,15.5,5.0
2025-09-14T12:00,17.0,129.0
2025-09-14T13:00,17.4,155.0
2025-09-14T14:00,17.7,159.0
2025-09-14T15:00,17.6,136.0
2025-09-14T16:00,17.1,88.0
2025-09-14T17:00,16.2,36.0
2025-09-14T18:00,15.3,4.0
2025-09-14T19:00,14.5,0.0
2025-09-14T20:00,13.6,0.0
2025-09-14T21:00,12.9,0.0
2025-09-14T22:00,12.5,0.0
2025-09-14T23:00,12.3,0.0
2025-09-15T00:00,12.1,0.0
2025-09-15T01:00,12.1,0.0
2025-09-15T02:00,12.2,0.0
2025-09-15T03:00,12.4,0.0
2025-09-15T04:00,12.9,0.0
2025-09-15T05:00,13.5,0.0
2025-09-15T06:00,14.3,3.0
2025-09-15T07:00,15.4,16.0
2025-09-15T08:00,16.6,46.0
2025-09-15T09:00,18.0,87.0
2025-09-15T10:00,19.4,129.0
2025-09-15T11:00,21.0,169.0
2025-09-15T12:00,22.2,204.0
2025-09-15T13:00,23.3,240.0
2025-09-15T14:00,24.1,254.0
2025-09-15T15:00,24.2,211.0
2025-09-15T16:00,23.1,119.0
2025-09-15T17:00,21.4,35.0
2025-09-15T18:00,19.8,3.0
2025-09-15T19:00,18.7,0.0
2025-09-15T20:00,17.7,0.0
2025-09-15T21:00,17.0,0.0
2025-09-15T22:00,16.4,0.0
2025-09-15T23:00,16.0,0.0
2025-09-16T00:00,15.7,0.0
2025-09-16T01:00,15.5,0.0
2025-09-16T02:00,15.5,0.0
2025-09-16T03:00,15.4,0.0
2025-09-16T04:00,15.4,0.0
2025-09-16T05:00,15.4,0.0
2025-09-16T06:00,15.4,6.0
2025-09-16T07:00,15.5,81.0
2025-09-16T08:00,16.8,153.0
2025-09-16T09:00,17.8,214.0
2025-09-16T10:00,18.4,222.0
2025-09-16T11:00,18.7,184.0
2025-09-16T12:00,19.0,144.0
2025-09-16T13:00,19.6,124.0
2025-09-16T14:00,20.2,108.0
2025-09-16T15:00,20.3,90.0
2025-09-16T16:00,19.6,66.0
2025-09-16T17:00,18.4,33.0
2025-09-16T18:00,17.3,3.0
2025-09-16T19:00,16.6,0.0
2025-09-16T20:00,16.0,0.0
2025-09-16T21:00,15.5,0.0
2025-09-16T22:00,15.0,0.0
2025-09-16T23:00,14.5,0.0
2025-09-17T00:00,14.1,0.0
2025-09-17T01:00,13.9,0.0
2025-09-17T02:00,13.7,0.0
2025-09-17T03:00,13.6,0.0
2025-09-17T04:00,13.4,0.0
2025-09-17T05:00,13.2,0.0
2025-09-17T06:00,13.4,6.0
2025-09-17T07:00,14.0,22.0
2025-09-17T08:00,14.9,51.0
2025-09-17T09:00,15.8,93.0
2025-09-17T10:00,16.9,154.0
2025-09-17T11:00,18.0,220.0
2025-09-17T12:00,18.8,251.0
2025-09-17T13:00,19.1,223.0
2025-09-17T14:00,19.0,164.0
2025-09-17T15:00,18.8,104.0
2025-09-17T16:00,18.2,53.0
2025-09-17T17:00,17.3,16.0
2025-09-17T18:00,16.6,1.0
2025-09-17T19:00,16.2,0.0
2025-09-17T20:00,15.9,0.0
2025-09-17T21:00,15.7,0.0
2025-09-17T22:00,15.3,0.0
2025-09-17T23:00,15.0,0.0
